title,company,location,posted,link,found_on
Embedded Software Engineer,Johnson Controls,New Freedom-Pennsylvania-United States of America,Posted Today,https://jci.wd5.myworkdayjobs.com/en-US/JCI/job/New-Freedom-Pennsylvania-United-States-of-America/Embedded-Software-Engineer_WD30265357,2026-05-01 21:06
Software Engineer,PTC Inc.,"Boston, MA, USA",Posted Today,https://ptc.wd1.myworkdayjobs.com/en-US/PTC/job/Boston-MA-USA/Software-Engineer_JR111861,2026-05-01 21:07
Software Engineer,Southwest Airlines,TX-Dallas,Posted Today,https://swa.wd1.myworkdayjobs.com/en-US/External/job/TX-Dallas/Software-Engineer_R-2026-67599,2026-05-01 21:08
Software Engineer,Booz Allen Hamilton,"Washington, DC",Posted Today,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Washington-DC/Software-Engineer_R0239218,2026-05-01 21:29
Software Engineer,Booz Allen Hamilton,"Aurora, CO",Posted Today,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Aurora-CO/Software-Engineer_R0239228,2026-05-01 21:29
Software Engineer,Booz Allen Hamilton,"Aurora, CO",Posted Today,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Aurora-CO/Software-Engineer_R0239232,2026-05-01 21:29
Software Engineer-AI,Walt Disney Company,"Orlando, FL, USA",Posted Today,https://disney.wd5.myworkdayjobs.com/en-US/disneycareer/job/Orlando-FL-USA/Software-Engineer-AI_10134165,2026-05-01 21:34
Software Engineer - Scotland,Accenture,,Posted Today,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Glasgow/Software-Engineer---Scotland_R00325439,2026-05-02 03:06
"Software Engineer 2 — Data Platform Enablement (Hybrid - Seattle, WA)",Nordstrom,"Seattle, WA",Posted Today,https://nordstrom.wd501.myworkdayjobs.com/en-US/nordstrom_careers/job/Seattle-WA/Software-Engineer-2---Data-Platform-Enablement--Hybrid---Seattle--WA-_R-834171,2026-05-02 03:16
Entry Level Software Engineer,Amentum,US-VA-Dahlgren,Posted Today,https://pae.wd1.myworkdayjobs.com/en-US/Amentum_Careers/job/US-VA-Dahlgren/Entry-Level-Software-Engineer_R0148259,2026-05-02 03:23
"Software Engineer, Mobile",Watts Water Technologies,"North Andover, MA",Posted Today,https://wattswater.wd5.myworkdayjobs.com/en-US/External/job/North-Andover-MA/Software-Engineer--Mobile_10016244,2026-05-02 03:28
